Time,Thermistor 1,Thermistor 2,Thermistor 3,Thermistor 4,Thermistor 5,Thermistor 5,Thermistor 6,Thermistor 7
7449,25.97,23.25,17.32,19.28,13.56,14.26,15.75,22.32
7450,25.87,23.14,17.32,19.28,13.44,14.26,15.75,22.32
7451,25.87,23.14,17.32,19.28,13.56,14.15,15.75,22.32
7452,25.87,23.14,17.32,19.28,13.56,14.26,15.75,22.32
7453,25.87,23.14,17.32,19.28,13.44,14.15,15.75,22.32
7454,25.87,23.04,17.32,19.28,13.44,14.26,15.75,22.32
7455,25.87,23.04,17.32,19.17,13.56,14.15,15.75,22.32
7456,25.87,23.04,17.32,19.17,13.44,14.15,15.75,22.32
7457,25.87,23.04,17.32,19.17,13.44,14.15,15.75,22.32
7458,25.87,22.94,17.32,19.17,13.56,14.26,15.75,22.32
7459,25.87,22.84,17.32,19.17,13.44,14.26,15.75,22.32
7460,25.87,22.84,17.32,19.17,13.44,14.15,15.75,22.32
7461,25.87,22.84,17.32,19.17,13.44,14.15,15.75,22.32
7462,25.87,22.84,17.32,19.17,13.44,14.15,15.75,22.22
7463,25.87,22.84,17.32,19.17,13.44,14.15,15.75,22.32
7464,25.87,22.73,17.21,19.17,13.44,14.03,15.64,22.22
7465,25.77,22.73,17.21,19.17,13.44,14.15,15.64,22.32
7466,25.87,22.73,17.21,19.06,13.44,14.15,15.75,22.32
7467,25.77,22.73,17.21,19.06,13.32,14.03,15.64,22.22
7468,25.87,22.63,17.21,19.17,13.44,14.03,15.64,22.22
7469,25.87,22.63,17.21,19.06,13.32,14.03,15.64,22.22
7470,25.87,22.63,17.21,19.06,13.32,14.15,15.64,22.32
7471,25.77,22.63,17.21,19.06,13.44,14.15,15.64,22.22
7472,25.77,22.53,17.21,19.06,13.44,14.03,15.64,22.22
7473,25.77,22.53,17.21,19.06,13.32,14.15,15.64,22.32
7474,25.77,22.43,17.21,19.06,13.32,14.03,15.64,22.22
7475,25.77,22.43,17.21,19.06,13.32,14.03,15.64,22.22
7476,25.77,22.43,17.21,19.06,13.32,14.03,15.64,22.22
7477,25.77,22.43,17.21,19.06,13.32,14.03,15.64,22.22
7478,25.77,22.32,17.21,19.06,13.32,14.03,15.64,22.22
7479,25.77,22.32,17.21,19.06,13.32,14.03,15.64,22.22
7480,25.77,22.22,17.21,18.95,13.32,14.03,15.64,22.32
7481,25.77,22.22,17.1,18.95,13.2,14.03,15.64,22.22
7482,25.77,22.22,17.1,18.95,13.44,14.03,15.53,22.22
7483,25.77,22.22,17.21,18.95,13.2,14.03,15.64,22.12
7484,25.77,22.22,17.21,18.95,13.2,14.03,15.64,22.22
7485,25.77,22.12,17.1,18.95,13.32,13.91,15.64,22.22
7486,25.67,22.12,17.1,18.95,13.32,14.03,15.64,22.22
7487,25.67,22.12,17.1,18.95,13.2,14.03,15.64,22.22
7488,25.67,22.01,17.1,18.95,13.2,13.91,15.53,22.22
7489,25.77,22.01,17.1,18.95,13.32,14.03,15.64,22.22
7490,25.67,22.01,17.1,18.95,13.2,14.03,15.53,22.12
7491,25.67,22.01,17.1,18.95,13.2,13.91,15.64,22.22
7492,25.77,22.01,17.1,18.95,13.2,13.91,15.53,22.12
7493,25.67,21.91,17.1,18.95,13.2,13.91,15.53,22.12
7494,25.67,21.91,17.1,18.95,13.2,13.91,15.64,22.22
7495,25.67,21.91,17.1,18.85,13.2,13.91,15.53,22.22
7496,25.67,21.81,17.1,18.85,13.2,13.91,15.53,22.12
7497,25.67,21.81,17.1,18.85,13.09,13.91,15.53,22.12
7498,25.67,21.81,17.1,18.85,13.2,13.91,15.64,22.22
7499,25.67,21.81,17.1,18.85,13.09,13.91,15.53,22.12
7500,25.67,21.81,17.1,18.85,13.2,13.91,15.53,22.12
7501,25.67,21.7,17.1,18.85,13.2,13.91,15.53,22.22
7502,25.67,21.7,16.99,18.85,13.2,13.79,15.53,22.12
7503,25.67,21.7,17.1,18.85,13.2,13.91,15.53,22.22
7504,25.57,21.7,17.1,18.85,13.2,13.79,15.41,22.12
7505,25.57,21.7,17.1,18.85,13.2,13.79,15.53,22.12
7506,25.67,21.7,16.99,18.85,13.09,13.79,15.53,22.12
7507,25.57,21.6,16.99,18.85,13.2,13.91,15.53,22.12
7508,25.57,21.6,16.99,18.85,13.2,13.79,15.53,22.22
7509,25.57,21.6,16.99,18.85,13.09,13.79,15.53,22.12
7510,25.57,21.6,16.99,18.85,13.2,13.79,15.53,22.12
7511,25.57,21.6,16.99,18.74,13.09,13.79,15.41,22.12
7512,25.57,21.6,16.99,18.74,13.09,13.79,15.53,22.12
7513,25.57,21.6,16.99,18.74,13.09,13.79,15.41,22.12
7514,25.57,21.49,16.99,18.74,13.2,13.79,15.53,22.12
7515,25.57,21.6,16.99,18.74,13.2,13.79,15.53,22.22
7516,25.57,21.49,16.99,18.74,13.09,13.79,15.41,22.12
7517,25.57,21.49,16.99,18.74,13.2,13.79,15.53,22.12
7518,25.57,21.49,16.99,18.74,13.09,13.79,15.53,22.12
7519,25.57,21.49,16.99,18.74,13.09,13.68,15.41,22.12
7520,25.57,21.49,16.99,18.74,13.09,13.79,15.41,22.12
7521,25.57,21.49,16.88,18.74,13.09,13.79,15.53,22.12
7522,25.57,21.39,16.99,18.74,13.09,13.79,15.53,22.12
7523,25.57,21.49,16.99,18.74,12.97,13.68,15.41,22.12
7524,25.57,21.39,16.99,18.74,13.09,13.79,15.41,22.12
7525,25.57,21.39,16.99,18.74,12.97,13.68,15.41,22.12
7526,25.57,21.39,16.99,18.74,13.09,13.79,15.41,22.12
7527,25.57,21.39,16.99,18.74,12.97,13.79,15.53,22.12
7528,25.47,21.39,16.99,18.74,13.09,13.79,15.41,22.12
7529,25.57,21.39,16.99,18.63,13.09,13.68,15.41,22.12
7530,25.57,21.39,16.99,18.63,12.97,13.68,15.41,22.01
7531,25.57,21.39,16.99,18.63,12.97,13.68,15.41,22.12
7532,25.57,21.39,16.88,18.63,13.09,13.79,15.53,22.12
7533,25.57,21.39,16.88,18.63,12.97,13.68,15.41,22.12
7534,25.57,21.28,16.88,18.63,13.09,13.68,15.41,22.12
7535,25.47,21.28,16.88,18.63,12.97,13.68,15.41,22.12
7536,25.47,21.28,16.88,18.63,12.97,13.68,15.41,22.12
7537,25.47,21.28,16.88,18.63,12.97,13.68,15.3,22.12
7538,25.47,21.28,16.88,18.63,12.97,13.68,15.3,22.12
7539,25.57,21.28,16.88,18.63,12.97,13.68,15.41,22.12
7540,25.47,21.28,16.88,18.63,12.97,13.68,15.41,22.12
7541,25.47,21.28,16.88,18.63,12.97,13.68,15.41,22.12
7542,25.47,21.28,16.88,18.63,12.97,13.56,15.41,22.01
7543,25.47,21.28,16.88,18.63,12.97,13.68,15.41,22.12
7544,25.47,21.28,16.88,18.63,12.97,13.68,15.41,22.12
7545,25.47,21.28,16.88,18.63,12.97,13.68,15.3,22.01
7546,25.47,21.28,16.88,18.63,12.97,13.68,15.41,22.01
7547,25.47,21.18,16.88,18.52,12.97,13.56,15.41,22.01
7548,25.47,21.28,16.88,18.63,12.85,13.68,15.3,22.12
7549,25.57,21.18,16.88,18.52,12.85,13.56,15.3,22.01
7550,25.47,21.18,16.88,18.63,12.97,13.56,15.41,22.01
7551,25.57,21.18,16.99,18.52,12.85,13.44,15.41,22.01
7552,25.47,21.18,16.88,18.52,12.97,13.56,15.3,22.01
7553,25.47,21.18,16.88,18.52,12.97,13.68,15.41,22.01
7554,25.47,21.18,16.88,18.52,12.85,13.56,15.3,22.01
7555,25.47,21.18,16.88,18.52,12.85,13.56,15.3,22.01
7556,25.47,21.18,16.88,18.52,12.85,13.56,15.3,22.01
7557,25.47,21.18,16.88,18.63,12.85,13.56,15.3,22.01
7558,25.47,21.18,16.88,18.52,12.85,13.56,15.3,22.01
7559,25.47,21.18,16.88,18.52,12.85,13.56,15.3,22.01
7560,25.47,21.18,16.88,18.52,12.85,13.56,15.3,22.12
7561,25.47,21.08,16.88,18.52,12.85,13.56,15.3,22.01
7562,25.47,21.08,16.88,18.52,12.85,13.56,15.3,22.01
7563,25.47,21.18,16.88,18.52,12.85,13.56,15.3,22.01
7564,25.47,21.08,16.88,18.52,12.85,13.56,15.3,22.01
7565,25.47,21.08,16.88,18.52,12.85,13.56,15.41,22.12
7566,25.47,21.08,16.76,18.41,12.85,13.44,15.3,22.01
7567,25.47,21.08,16.88,18.52,12.85,13.56,15.3,22.01
7568,25.47,21.08,16.88,18.52,12.85,13.56,15.3,22.01
7569,25.47,21.08,16.76,18.52,12.85,13.56,15.3,22.01
7570,25.47,21.08,16.76,18.52,12.85,13.56,15.3,22.01
7571,25.47,21.08,16.88,18.41,12.85,13.44,15.3,22.01
7572,25.47,21.08,16.88,18.52,12.85,13.56,15.3,22.01
7573,25.47,21.08,16.76,18.41,12.85,13.44,15.3,22.01
7574,25.47,20.97,16.88,18.52,12.85,13.56,15.3,22.01
7575,25.47,20.97,16.88,18.52,12.85,13.56,15.18,22.01
7576,25.47,20.97,16.76,18.52,12.85,13.44,15.3,22.01
7577,25.47,20.97,16.88,18.52,12.85,13.56,15.3,22.12
7578,25.47,20.97,16.76,18.41,12.73,13.44,15.18,22.01
7579,25.47,20.97,16.76,18.41,12.85,13.44,15.3,22.01
7580,25.47,20.97,16.88,18.52,12.73,13.44,15.18,22.01
7581,25.47,20.97,16.76,18.41,12.73,13.44,15.3,22.01
7582,25.47,20.97,16.76,18.52,12.85,13.44,15.3,22.01
7583,25.37,20.87,16.76,18.41,12.73,13.44,15.18,22.01
7584,25.47,20.87,16.76,18.41,12.73,13.44,15.18,22.12
7585,25.47,20.87,16.76,18.41,12.73,13.44,15.18,22.01
7586,25.47,20.87,16.76,18.41,12.73,13.44,15.18,22.01
7587,25.47,20.87,16.76,18.41,12.73,13.44,15.18,21.91
7588,25.47,20.87,16.88,18.41,12.73,13.44,15.18,22.01
7589,25.47,20.87,16.76,18.41,12.73,13.44,15.18,22.01
7590,25.37,20.87,16.76,18.41,12.73,13.44,15.18,22.01
7591,25.37,20.87,16.76,18.41,12.73,13.44,15.18,22.01
7592,25.37,20.87,16.76,18.3,12.73,13.44,15.18,21.91
7593,25.67,20.76,16.76,18.3,12.73,13.44,15.18,22.01
7594,25.77,20.87,16.76,18.3,12.73,13.44,15.18,22.01
7595,25.67,20.76,16.76,18.3,12.73,13.44,15.18,21.91
7596,25.67,20.76,16.76,18.3,12.73,13.32,15.18,22.12
7597,25.67,20.76,16.76,18.3,12.73,13.44,15.18,22.01
7598,25.67,20.76,16.76,18.3,12.73,13.44,15.18,22.01
7599,25.57,20.76,16.76,18.3,12.73,13.44,15.07,22.01
7600,25.57,20.76,16.76,18.3,12.73,13.44,15.18,22.01
7601,25.57,20.76,16.76,18.3,12.73,13.32,15.18,21.91
7602,25.57,20.76,16.76,18.3,12.61,13.44,15.18,22.01
7603,25.57,20.76,16.76,18.3,12.73,13.44,15.18,22.01
7604,25.47,20.76,16.65,18.3,12.73,13.44,15.18,21.91
7605,25.57,20.76,16.65,18.3,12.61,13.44,15.18,22.01
7606,25.57,20.76,16.65,18.3,12.61,13.32,15.3,22.01
7607,25.57,20.76,16.76,18.3,12.61,13.44,15.53,22.01
7608,25.57,20.76,16.65,18.3,12.61,13.32,15.53,22.01
7609,25.47,20.76,16.65,18.3,12.61,13.32,15.53,22.01
7610,25.47,20.76,16.76,18.3,12.73,13.44,15.53,22.01
7611,25.47,20.76,16.76,18.3,12.61,13.32,15.53,22.01
7612,25.57,20.76,16.76,18.3,12.61,13.32,15.53,22.01
7613,25.97,20.76,16.65,18.2,12.61,13.32,15.41,21.91
7614,25.97,20.66,16.76,18.3,12.61,13.44,15.53,22.01
7615,25.97,20.76,16.76,18.3,12.61,13.32,15.41,22.01
7616,25.87,20.76,16.76,18.3,12.61,13.32,15.41,21.91
7617,25.77,20.76,16.65,18.2,12.61,13.32,15.53,22.01
7618,25.77,20.66,16.76,18.2,12.61,13.32,15.41,22.01
7619,25.77,20.76,16.65,18.2,12.61,13.32,15.53,22.01
7620,25.67,20.76,16.65,18.2,12.61,13.32,15.41,21.91
7621,25.67,20.76,16.65,18.2,12.61,13.32,15.41,22.01
7622,25.67,20.76,16.65,18.2,12.61,13.32,15.41,21.91
7623,25.67,20.76,16.65,18.2,12.61,13.2,15.41,21.91
7624,25.67,20.76,16.65,18.3,12.61,13.32,15.41,22.01
7625,25.57,20.76,16.65,18.2,12.61,13.32,15.41,22.01
7626,25.57,20.76,16.65,18.2,12.61,13.32,15.53,21.91
7627,25.57,20.76,16.65,18.2,12.49,13.32,15.41,21.91
7628,25.57,20.76,16.65,18.2,12.61,13.32,15.41,21.91
7629,25.57,20.76,16.65,18.2,12.49,13.32,15.41,21.91
7630,25.57,20.76,16.65,18.2,12.61,13.32,15.41,21.91
7631,25.57,20.76,16.65,18.2,12.49,13.32,15.53,21.91
7632,25.57,20.76,16.65,18.2,12.61,13.32,16.09,21.91
7633,25.57,20.76,16.65,18.3,12.49,13.32,15.98,22.01
7634,25.57,20.76,16.65,18.2,12.61,13.32,15.98,21.91
7635,25.47,20.76,16.65,18.2,12.49,13.32,16.09,21.91
7636,25.67,20.76,16.65,18.2,12.49,13.2,15.98,21.91
7637,25.87,20.76,16.65,18.2,12.49,13.32,15.98,21.91
7638,25.77,20.76,16.65,18.2,12.49,13.2,15.87,21.91
7639,25.67,20.76,16.65,18.2,12.49,13.32,15.87,21.91
7640,25.67,20.76,16.65,18.2,12.49,13.2,15.87,21.81
7641,25.67,20.76,16.65,18.2,12.49,13.2,15.87,21.91
7642,25.67,20.76,16.65,18.2,12.49,13.2,15.87,21.91
7643,25.67,20.76,16.65,18.2,12.49,13.2,15.87,21.91
7644,25.67,20.76,16.65,18.2,12.61,13.32,15.98,21.91
7645,25.57,20.76,16.65,18.2,12.49,13.2,15.87,21.91
7646,25.67,20.76,16.65,18.09,12.49,13.2,15.87,21.91
7647,25.57,20.76,16.65,18.09,12.37,13.2,15.87,21.81
7648,25.57,20.76,16.65,18.2,12.49,13.2,15.98,21.81
7649,25.57,20.76,16.65,18.2,12.49,13.2,16.21,21.81
7650,25.57,20.76,16.54,18.2,12.49,13.2,16.32,21.81
7651,25.57,20.76,16.65,18.2,12.49,13.2,16.21,21.81
7652,25.57,20.76,16.65,18.09,12.49,13.2,16.32,21.81
7653,25.57,20.76,16.65,18.2,12.49,13.32,16.32,21.91
7654,25.47,20.76,16.65,18.09,12.49,13.2,16.21,21.81
7655,25.57,20.76,16.65,18.2,12.49,13.2,16.21,21.81
7656,25.57,20.76,16.65,18.2,12.49,13.2,16.21,21.7
7657,25.57,20.76,16.65,18.2,12.49,13.32,16.09,21.81
7658,25.57,20.76,16.54,18.09,12.49,13.2,16.21,21.81
7659,25.57,20.76,16.54,18.09,12.49,13.32,16.21,21.81
7660,25.57,20.76,16.65,18.2,12.37,13.32,16.21,21.7
7661,25.47,20.76,16.65,18.09,12.49,13.32,16.21,21.7
7662,25.47,20.76,16.54,18.2,12.49,13.32,16.21,21.81
7663,25.47,20.76,16.54,18.09,12.49,13.32,16.21,21.7
7664,25.47,20.76,16.54,18.09,12.49,13.32,16.21,21.7
7665,25.47,20.76,16.54,18.09,12.49,13.32,16.09,21.7
7666,25.47,20.87,16.54,18.09,12.49,13.32,16.21,21.7
7667,25.47,20.87,16.54,18.09,12.49,13.32,16.09,21.7
7668,25.47,20.76,16.65,18.09,12.49,13.32,16.21,21.7
7669,25.47,20.76,16.65,18.09,12.49,13.44,16.09,21.7
7670,25.47,20.76,16.54,18.09,12.49,13.32,16.21,21.7
7671,25.47,20.76,16.54,18.09,12.49,13.44,16.21,21.7
7672,25.47,20.76,16.54,18.09,12.49,13.32,16.09,21.6
7673,25.47,20.76,16.54,18.2,12.49,13.32,16.21,21.6
7674,25.47,20.76,16.54,18.09,12.49,13.32,16.21,21.6
7675,25.47,20.76,16.54,18.09,12.49,13.44,16.21,21.6
7676,25.47,20.76,16.54,18.09,12.49,13.32,16.21,21.6
7677,25.47,20.76,16.54,18.09,12.37,13.44,16.09,21.6
7678,25.47,20.76,16.54,18.09,12.49,13.44,16.21,21.49
7679,25.37,20.76,16.54,18.09,12.37,13.44,16.09,21.6
7680,25.37,20.76,16.54,18.09,12.49,13.44,16.21,21.49
7681,25.37,20.87,16.54,18.09,12.49,13.44,16.09,21.49
7682,25.37,20.76,16.54,18.09,12.49,13.44,16.21,21.49
7683,25.37,20.87,16.54,18.09,12.49,13.44,16.09,21.39
7684,25.37,20.76,16.54,18.09,12.49,13.44,16.21,21.39
7685,25.37,20.87,16.54,18.09,12.49,13.56,16.21,21.49
7686,25.37,20.76,16.54,18.09,12.49,13.56,16.21,21.39
7687,25.37,20.76,16.54,18.09,12.49,13.56,16.21,21.39
7688,25.37,20.76,16.54,18.09,12.37,13.56,16.21,21.39
7689,25.37,20.76,16.54,18.09,12.49,13.56,16.21,21.28
7690,25.37,20.76,16.54,18.09,12.49,13.56,16.09,21.28
7691,25.37,20.76,16.54,18.09,12.49,13.56,16.21,21.28
7692,25.47,20.76,16.54,18.09,12.37,13.56,16.21,21.28
7693,25.37,20.76,16.54,18.09,12.49,13.56,16.09,21.28
7694,25.37,20.76,16.54,18.09,12.49,13.68,16.21,21.18
7695,25.37,20.76,16.54,18.09,12.37,13.68,16.21,21.18
7696,25.37,20.76,16.54,18.09,12.49,13.68,16.21,21.18
7697,25.37,20.76,16.54,18.09,12.37,13.56,16.09,21.08
7698,25.37,20.76,16.54,18.09,12.49,13.79,16.21,21.08
7699,25.27,20.76,16.54,18.09,12.37,13.68,16.09,21.08
7700,25.37,20.76,16.54,18.09,12.49,13.68,16.21,21.08
7701,25.37,20.87,16.54,18.09,12.49,13.56,16.21,20.97
7702,25.27,20.76,16.54,18.09,12.49,13.68,16.09,20.97
7703,25.37,20.76,16.54,18.09,12.49,13.79,16.21,20.97
7704,25.27,20.76,16.54,18.09,12.49,13.68,16.21,20.97
7705,25.27,20.76,16.54,18.09,12.49,13.79,16.21,20.97
7706,25.27,20.76,16.54,18.09,12.49,13.68,16.09,20.87
7707,25.27,20.76,16.54,18.09,12.49,13.79,16.09,20.87
7708,25.27,20.76,16.54,18.09,12.37,13.79,16.09,20.76
7709,25.27,20.76,16.54,18.09,12.49,13.68,16.09,20.87
7710,25.27,20.76,16.54,18.09,12.37,13.79,16.09,20.76
7711,25.27,20.76,16.54,18.09,12.37,13.79,16.09,20.76
7712,25.27,20.76,16.54,18.09,12.49,13.79,16.21,20.66
7713,25.27,20.76,16.54,18.09,12.49,13.79,16.21,20.66
7714,25.27,20.76,16.54,18.09,12.49,13.79,16.21,20.66
7715,25.27,20.76,16.54,18.09,12.37,13.79,16.21,20.66
7716,25.27,20.76,16.54,18.09,12.49,13.79,16.21,20.55
7717,25.27,20.76,16.54,18.09,12.49,13.79,16.09,20.55
7718,25.27,20.76,16.54,18.09,12.49,13.79,16.21,20.55
7719,25.27,20.76,16.43,18.09,12.37,13.79,16.09,20.45
7720,25.27,20.76,16.54,18.09,12.49,13.91,16.21,20.55
7721,25.27,20.76,16.54,18.09,12.49,13.79,16.21,20.55
7722,25.27,20.76,16.54,18.09,12.49,13.79,16.09,20.45
7723,25.27,20.76,16.54,18.09,12.49,13.91,16.09,20.45
7724,25.27,20.76,16.54,18.09,12.49,13.79,16.21,20.45
7725,25.27,20.76,16.54,18.09,12.49,13.91,16.21,20.34
7726,25.27,20.76,16.43,18.09,12.37,13.91,16.09,20.34
7727,25.27,20.76,16.54,18.2,12.49,13.79,16.09,20.34
7728,25.27,20.76,16.54,18.09,12.37,13.79,16.09,20.23
7729,25.27,20.76,16.54,18.09,12.49,13.91,16.21,20.23
7730,25.27,20.76,16.54,18.09,12.49,13.91,16.21,20.23
7731,25.27,20.76,16.54,18.09,12.49,13.91,16.21,20.23
7732,25.27,20.76,16.54,18.09,12.49,13.79,16.21,20.13
7733,25.27,20.76,16.43,18.09,12.49,13.91,16.21,20.13
7734,25.27,20.76,16.54,18.2,12.49,13.79,16.21,20.13
7735,25.17,20.76,16.54,18.09,12.49,13.79,16.21,20.13
7736,25.27,20.76,16.43,18.2,12.61,13.91,16.21,20.13
7737,25.27,20.76,16.54,18.09,12.49,13.79,16.09,20.13
7738,25.17,20.76,16.43,18.2,12.49,13.79,16.21,20.02
7739,25.27,20.76,16.43,18.09,12.49,13.79,16.09,20.02
7740,25.17,20.76,16.54,18.09,12.49,13.91,16.21,20.02
7741,25.27,20.76,16.43,18.09,12.49,13.91,16.09,20.02
7742,25.27,20.76,16.54,18.09,12.49,13.91,16.21,20.02
7743,25.27,20.87,16.54,18.09,12.49,13.91,16.09,19.92
7744,25.27,20.76,16.54,18.09,12.49,13.91,16.21,19.92
7745,25.17,20.76,16.54,18.09,12.49,13.91,16.21,19.92
7746,25.17,20.76,16.43,18.09,12.49,13.79,16.09,19.81
7747,25.17,20.76,16.54,18.09,12.49,13.91,16.21,19.81
7748,25.17,20.76,16.43,18.09,12.49,13.79,16.09,19.81
7749,25.17,20.76,16.43,18.2,12.49,13.91,16.09,19.81
7750,25.17,20.76,16.54,18.09,12.49,13.79,16.09,19.81
7751,25.17,20.76,16.43,18.2,12.49,13.79,16.21,19.81
7752,25.27,20.76,16.54,18.09,12.49,13.79,16.09,19.7
7753,25.17,20.76,16.54,18.2,12.49,13.79,16.09,19.7
7754,25.17,20.76,16.54,18.09,12.61,13.79,16.09,19.7
7755,25.17,20.76,16.54,18.09,12.49,13.79,16.21,19.7
7756,25.17,20.76,16.54,18.09,12.49,13.79,16.21,19.7
7757,25.17,20.76,16.43,18.09,12.49,13.79,16.21,19.7
7758,25.17,20.76,16.54,18.09,12.49,13.79,16.21,19.6
7759,25.17,20.76,16.43,18.09,12.49,13.79,16.09,19.6
7760,25.17,20.76,16.54,18.09,12.49,13.79,16.21,19.6
7761,25.17,20.76,16.43,18.09,12.49,13.79,16.21,19.6
7762,25.17,20.76,16.43,18.09,12.49,13.79,16.21,19.6
7763,25.17,20.76,16.54,18.09,12.49,13.79,16.21,19.49
7764,25.17,20.76,16.54,18.09,12.49,13.79,16.21,19.6
7765,25.17,20.76,16.54,18.09,12.49,13.79,16.21,19.6
7766,25.17,20.76,16.43,18.09,12.49,13.79,16.09,19.49
7767,25.17,20.76,16.54,18.2,12.61,13.79,16.21,19.49
7768,25.17,20.76,16.43,18.09,12.49,13.79,16.09,19.49
7769,25.17,20.76,16.54,18.09,12.49,13.79,16.21,19.49
7770,25.17,20.76,16.54,18.09,12.49,13.79,16.21,19.49
7771,25.07,20.76,16.54,18.09,12.49,13.79,16.21,19.49
7772,25.17,20.76,16.54,18.09,12.49,13.79,16.21,19.38
7773,25.07,20.76,16.54,18.09,12.49,13.79,16.21,19.38
7774,25.17,20.76,16.54,18.09,12.61,13.79,16.21,19.49
7775,25.07,20.76,16.54,18.09,12.49,13.79,16.21,19.49
7776,25.07,20.76,16.54,18.09,12.61,13.79,16.21,19.38
7777,25.07,20.76,16.54,18.09,12.49,13.91,16.09,19.38
7778,25.07,20.76,16.54,18.09,12.49,13.79,16.21,19.38
7779,25.07,20.76,16.54,18.09,12.61,13.79,16.21,19.38
7780,25.07,20.87,16.54,18.09,12.61,13.79,16.21,19.38
7781,25.17,20.76,16.54,18.09,12.61,13.79,16.21,19.28
7782,25.07,20.87,16.54,18.09,12.49,13.79,16.21,19.38
7783,25.07,20.87,16.54,18.09,12.61,13.91,16.21,19.38
7784,25.07,20.76,16.54,18.09,12.61,13.91,16.21,19.28
7785,25.07,20.87,16.54,18.09,12.49,13.91,16.21,19.28
7786,25.07,20.76,16.54,18.09,12.49,13.91,16.21,19.28
7787,25.07,20.76,16.54,18.09,12.61,13.91,16.21,19.28
7788,25.07,20.76,16.54,18.09,12.61,13.79,16.21,19.28
7789,25.07,20.87,16.54,18.09,12.61,13.91,16.21,19.28
7790,25.17,20.87,16.54,18.09,12.61,13.91,16.21,19.28
7791,25.07,20.87,16.54,18.09,12.61,13.91,16.21,19.28
7792,25.07,20.87,16.54,18.09,12.73,14.03,16.21,19.28
7793,25.07,20.87,16.54,18.09,12.61,13.91,16.21,19.28
7794,25.07,20.87,16.54,18.09,12.61,14.03,16.21,19.28
7795,25.07,20.87,16.43,18.09,12.61,14.03,16.21,19.17
7796,25.07,20.87,16.54,18.09,12.61,14.03,16.21,19.17
7797,25.07,20.87,16.54,18.09,12.61,14.03,16.21,19.17
7798,25.07,20.87,16.54,18.09,12.61,14.03,16.21,19.17
7799,25.07,20.87,16.54,18.09,12.61,14.15,16.21,19.17
7800,25.07,20.87,16.54,18.09,12.61,14.15,16.09,19.17
7801,25.07,20.87,16.54,18.09,12.73,14.26,16.21,19.17
7802,25.07,20.87,16.54,18.09,12.61,14.15,16.21,19.17
7803,25.07,20.87,16.54,18.09,12.73,14.26,16.21,19.17
7804,25.07,20.97,16.54,18.09,12.61,14.26,16.21,19.17
7805,25.07,20.97,16.54,18.09,12.61,14.26,16.32,19.28
7806,25.07,20.87,16.54,17.98,12.61,14.26,16.21,19.17
7807,25.07,20.87,16.54,18.09,12.73,14.38,16.21,19.17
7808,25.07,20.87,16.54,18.09,12.61,14.38,16.21,19.06
7809,25.07,20.97,16.54,18.09,12.73,14.38,16.21,19.17
7810,25.07,20.97,16.54,18.09,12.61,14.38,16.21,19.06
7811,25.07,20.97,16.54,18.09,12.61,14.38,16.21,19.06
7812,25.07,20.97,16.54,18.09,12.61,14.49,16.21,19.06
7813,25.07,20.97,16.54,18.09,12.73,14.61,16.21,19.17
7814,25.07,20.97,16.54,17.98,12.73,14.61,16.21,19.17
7815,25.07,20.87,16.54,17.98,12.61,14.61,16.21,19.17
7816,25.07,20.97,16.54,18.09,12.73,14.84,16.21,19.06
7817,25.07,20.97,16.54,18.09,12.73,14.84,16.21,19.06
7818,25.07,20.97,16.54,18.09,12.73,14.84,16.21,19.06
7819,25.07,20.97,16.54,18.09,12.73,14.84,16.21,19.06
7820,25.07,20.97,16.54,18.09,12.73,14.84,16.21,19.06
7821,25.07,20.97,16.54,18.09,12.73,15.07,16.21,19.06
7822,24.97,20.97,16.54,18.09,12.61,14.96,16.32,19.06
7823,25.07,20.97,16.54,18.09,12.73,15.18,16.32,19.06
7824,24.97,20.97,16.54,17.98,12.73,15.18,16.21,19.06
7825,25.07,20.97,16.54,17.98,12.61,15.3,16.32,19.06
7826,25.07,20.97,16.54,18.09,12.73,15.3,16.21,18.95
7827,25.07,20.97,16.54,18.09,12.73,15.18,16.32,19.06
7828,25.07,20.97,16.65,18.09,12.73,15.3,16.21,19.06
7829,25.07,20.87,16.54,18.09,12.73,15.41,16.32,19.06
7830,25.07,20.97,16.54,18.09,12.85,15.53,16.32,19.06
7831,24.97,20.87,16.54,17.98,12.73,15.64,16.21,19.06
7832,25.07,20.97,16.65,18.09,12.73,15.75,16.32,19.06
7833,25.07,20.97,16.54,18.09,12.85,15.75,16.21,18.95
7834,24.97,20.97,16.54,18.09,12.85,15.75,16.32,19.06
7835,25.07,20.97,16.54,17.98,12.73,15.75,16.32,19.06
7836,25.07,20.97,16.54,18.09,12.73,15.75,16.32,19.06
7837,25.07,20.97,16.54,18.09,12.73,15.98,16.32,19.06
7838,24.97,20.87,16.54,18.09,12.73,15.98,16.32,19.06
7839,25.07,20.97,16.54,18.09,12.73,16.21,16.43,19.06
7840,24.97,20.87,16.54,17.98,12.73,16.21,16.21,19.06
7841,24.97,20.97,16.54,18.09,12.73,16.21,16.32,19.06
7842,25.07,20.97,16.54,18.09,12.73,16.21,16.32,18.95
7843,25.07,20.97,16.54,18.09,12.73,16.21,16.32,19.06
7844,25.07,20.97,16.54,18.09,12.85,16.21,16.32,18.95
7845,24.97,20.97,16.54,17.98,12.85,16.43,16.32,19.06
7846,24.97,20.97,16.54,18.09,12.85,16.43,16.32,18.95
